decode_step,l2_retained_fraction,policy
68,0.9961136623975503,policy_pinned__budget128__sink8
69,0.9961436175471411,policy_pinned__budget128__sink8
70,0.9960979892926428,policy_pinned__budget128__sink8
71,0.9961396006745251,policy_pinned__budget128__sink8
72,0.996088567820983,policy_pinned__budget128__sink8
73,0.9961317848042612,policy_pinned__budget128__sink8
74,0.9961267557168761,policy_pinned__budget128__sink8
75,0.9961007134587709,policy_pinned__budget128__sink8
76,0.9961360723321897,policy_pinned__budget128__sink8
77,0.9961147095179301,policy_pinned__budget128__sink8
78,0.9961196902483316,policy_pinned__budget128__sink8
79,0.9961280083837517,policy_pinned__budget128__sink8
80,0.99612042135927,policy_pinned__budget128__sink8
81,0.9961229969330831,policy_pinned__budget128__sink8
82,0.9961511804848926,policy_pinned__budget128__sink8
83,0.9961073302340507,policy_pinned__budget128__sink8
84,0.9961418967939412,policy_pinned__budget128__sink8
85,0.9961530038547479,policy_pinned__budget128__sink8
86,0.9961282003306074,policy_pinned__budget128__sink8
87,0.9961663815287618,policy_pinned__budget128__sink8
88,0.9961145030366045,policy_pinned__budget128__sink8
89,0.996118399729615,policy_pinned__budget128__sink8
90,0.9961216842685019,policy_pinned__budget128__sink8
91,0.9961199944021265,policy_pinned__budget128__sink8
92,0.9960942413372195,policy_pinned__budget128__sink8
93,0.9961419025855058,policy_pinned__budget128__sink8
94,0.9960982229499573,policy_pinned__budget128__sink8
95,0.9961146053061616,policy_pinned__budget128__sink8
96,0.9961257087723034,policy_pinned__budget128__sink8
97,0.9960936697343516,policy_pinned__budget128__sink8
0,0.8896724831610584,random_matched__budget128__seed991
1,0.9993483016171657,random_matched__budget128__seed991
2,0.9993472567039928,random_matched__budget128__seed991
3,0.9991472972624069,random_matched__budget128__seed991
4,0.999144277727924,random_matched__budget128__seed991
5,0.999126326273506,random_matched__budget128__seed991
6,0.9991414730312663,random_matched__budget128__seed991
7,0.9991382184627481,random_matched__budget128__seed991
8,0.9991397623694517,random_matched__budget128__seed991
9,0.9991250154837475,random_matched__budget128__seed991
10,0.9990204847964416,random_matched__budget128__seed991
11,0.9990507500157946,random_matched__budget128__seed991
12,0.9990363748083677,random_matched__budget128__seed991
13,0.9990362008086365,random_matched__budget128__seed991
14,0.9990488467476147,random_matched__budget128__seed991
15,0.9990212860040647,random_matched__budget128__seed991
16,0.9990313358240464,random_matched__budget128__seed991
17,0.9990328283601797,random_matched__budget128__seed991
18,0.999026746768038,random_matched__budget128__seed991
19,0.9990259005733135,random_matched__budget128__seed991
20,0.9990298664556158,random_matched__budget128__seed991
21,0.9990414325558652,random_matched__budget128__seed991
22,0.9988811931857279,random_matched__budget128__seed991
23,0.9988904279965679,random_matched__budget128__seed991
24,0.9988804194181934,random_matched__budget128__seed991
25,0.998883090759913,random_matched__budget128__seed991
26,0.9988971365187673,random_matched__budget128__seed991
27,0.9988878423230684,random_matched__budget128__seed991
28,0.998877765665715,random_matched__budget128__seed991
29,0.998877958806828,random_matched__budget128__seed991
30,0.9988993097190236,random_matched__budget128__seed991
31,0.9988900830621871,random_matched__budget128__seed991
32,0.998895769175513,random_matched__budget128__seed991
33,0.9988902464577052,random_matched__budget128__seed991
34,0.9988838002579294,random_matched__budget128__seed991
35,0.9988877423443961,random_matched__budget128__seed991
36,0.9988775441459186,random_matched__budget128__seed991
37,0.998879161280513,random_matched__budget128__seed991
38,0.998900439872388,random_matched__budget128__seed991
39,0.9989123879504003,random_matched__budget128__seed991
40,0.9988807550386246,random_matched__budget128__seed991
41,0.9988733382723455,random_matched__budget128__seed991
42,0.9988815043604851,random_matched__budget128__seed991
43,0.9983269841143578,random_matched__budget128__seed991
44,0.9983195590009523,random_matched__budget128__seed991
45,0.9983312773892375,random_matched__budget128__seed991
46,0.9980679987350118,random_matched__budget128__seed991
47,0.998042640825837,random_matched__budget128__seed991
48,0.9980505444076524,random_matched__budget128__seed991
49,0.9980575006707988,random_matched__budget128__seed991
50,0.9976809085417276,random_matched__budget128__seed991
51,0.9976666046752495,random_matched__budget128__seed991
52,0.997672731582662,random_matched__budget128__seed991
53,0.997647416938786,random_matched__budget128__seed991
54,0.9976548141069042,random_matched__budget128__seed991
55,0.9976824625787127,random_matched__budget128__seed991
56,0.9976899345746013,random_matched__budget128__seed991
57,0.9976401939703121,random_matched__budget128__seed991
58,0.9976587333503911,random_matched__budget128__seed991
59,0.9976574130931699,random_matched__budget128__seed991
60,0.9976623084641503,random_matched__budget128__seed991
61,0.9977017768481996,random_matched__budget128__seed991
62,0.9976422011263122,random_matched__budget128__seed991
63,0.9980526116494151,random_matched__budget128__seed991
64,0.998065629828456,random_matched__budget128__seed991
65,0.9970706245773293,random_matched__budget128__seed991
66,0.9970602629199834,random_matched__budget128__seed991
67,0.9961484764880278,random_matched__budget128__seed991
68,0.9961439622225928,random_matched__budget128__seed991
69,0.9961283286276017,random_matched__budget128__seed991
70,0.9961289613194086,random_matched__budget128__seed991
71,0.9960842614664652,random_matched__budget128__seed991
72,0.9960646418589607,random_matched__budget128__seed991
73,0.9961256977672054,random_matched__budget128__seed991
74,0.9961209284567023,random_matched__budget128__seed991
75,0.9961241436834002,random_matched__budget128__seed991
76,0.9961425052674431,random_matched__budget128__seed991
77,0.9961687690239798,random_matched__budget128__seed991
78,0.996136215625314,random_matched__budget128__seed991
79,0.9961530536963205,random_matched__budget128__seed991
80,0.9961053326372722,random_matched__budget128__seed991
81,0.9961645097460615,random_matched__budget128__seed991
82,0.9961545424715139,random_matched__budget128__seed991
83,0.9961106281855069,random_matched__budget128__seed991
84,0.9961511806809236,random_matched__budget128__seed991
85,0.9961308493533214,random_matched__budget128__seed991
86,0.9961046771028645,random_matched__budget128__seed991
87,0.9960932819963761,random_matched__budget128__seed991
88,0.9961481743724986,random_matched__budget128__seed991
89,0.9960939817475487,random_matched__budget128__seed991
90,0.9961248908782432,random_matched__budget128__seed991
91,0.9960762989332329,random_matched__budget128__seed991
92,0.9961064281722081,random_matched__budget128__seed991
93,0.9961316570424756,random_matched__budget128__seed991
94,0.9961466614215034,random_matched__budget128__seed991
95,0.99613631555194,random_matched__budget128__seed991
96,0.9961208966349598,random_matched__budget128__seed991
97,0.9961359092087473,random_matched__budget128__seed991
0,0.8896044423264842,sink_recent__budget128__sink8
1,0.9993494849579867,sink_recent__budget128__sink8
2,0.9993532669504138,sink_recent__budget128__sink8
3,0.9991353203026914,sink_recent__budget128__sink8
4,0.9991380482939738,sink_recent__budget128__sink8
5,0.9991319268677243,sink_recent__budget128__sink8
6,0.999128427464999,sink_recent__budget128__sink8
7,0.9991307571581817,sink_recent__budget128__sink8
8,0.999128505812662,sink_recent__budget128__sink8
9,0.9991296357055705,sink_recent__budget128__sink8
10,0.9990216829478473,sink_recent__budget128__sink8
11,0.9990257318369992,sink_recent__budget128__sink8
12,0.9990246034909016,sink_recent__budget128__sink8
13,0.9990278386200269,sink_recent__budget128__sink8
14,0.9990217484440377,sink_recent__budget128__sink8
15,0.9990271016325607,sink_recent__budget128__sink8
16,0.9990167338293017,sink_recent__budget128__sink8
17,0.9990260630345738,sink_recent__budget128__sink8
18,0.9990243156717751,sink_recent__budget128__sink8
19,0.9990192730294377,sink_recent__budget128__sink8
20,0.9990311984358242,sink_recent__budget128__sink8
21,0.999024792662963,sink_recent__budget128__sink8
22,0.9988826106271753,sink_recent__budget128__sink8
23,0.9988872296494896,sink_recent__budget128__sink8
24,0.9988828287332454,sink_recent__budget128__sink8
25,0.9988819366370392,sink_recent__budget128__sink8
26,0.9988882529373374,sink_recent__budget128__sink8
27,0.9988823770262236,sink_recent__budget128__sink8
28,0.9988828883032849,sink_recent__budget128__sink8
29,0.9988809807921439,sink_recent__budget128__sink8
30,0.9988879198134006,sink_recent__budget128__sink8
31,0.9988735879250219,sink_recent__budget128__sink8
32,0.9988842198014097,sink_recent__budget128__sink8
33,0.9988761860869948,sink_recent__budget128__sink8
34,0.9988767973649934,sink_recent__budget128__sink8
35,0.9988819010970921,sink_recent__budget128__sink8
36,0.998883654499442,sink_recent__budget128__sink8
37,0.9988739343496187,sink_recent__budget128__sink8
38,0.9988802404559155,sink_recent__budget128__sink8
39,0.9988731548783122,sink_recent__budget128__sink8
40,0.9988742680902567,sink_recent__budget128__sink8
41,0.9988746825488641,sink_recent__budget128__sink8
42,0.9988826062954053,sink_recent__budget128__sink8
43,0.9983204085465041,sink_recent__budget128__sink8
44,0.9983313580396105,sink_recent__budget128__sink8
45,0.9983211390845687,sink_recent__budget128__sink8
46,0.998052426857123,sink_recent__budget128__sink8
47,0.9980366240937654,sink_recent__budget128__sink8
48,0.9980529117803809,sink_recent__budget128__sink8
49,0.9980470036503545,sink_recent__budget128__sink8
50,0.997652429768914,sink_recent__budget128__sink8
51,0.997653333875881,sink_recent__budget128__sink8
52,0.9980447759520283,sink_recent__budget128__sink8
53,0.9987007692620132,sink_recent__budget128__sink8
54,0.998698835842328,sink_recent__budget128__sink8
55,0.9987027180372182,sink_recent__budget128__sink8
56,0.9987147778788384,sink_recent__budget128__sink8
57,0.9986950849278821,sink_recent__budget128__sink8
58,0.9987154006018538,sink_recent__budget128__sink8
59,0.9987123731942161,sink_recent__budget128__sink8
60,0.9986994823047958,sink_recent__budget128__sink8
61,0.9987022376016332,sink_recent__budget128__sink8
62,0.9987059839606904,sink_recent__budget128__sink8
63,1.0,sink_recent__budget128__sink8
64,1.0,sink_recent__budget128__sink8
65,0.9980534509184653,sink_recent__budget128__sink8
66,0.9980751957749099,sink_recent__budget128__sink8
67,0.9961015674587308,sink_recent__budget128__sink8
68,0.9961491196153691,sink_recent__budget128__sink8
69,0.9960996998809709,sink_recent__budget128__sink8
70,0.9961228476485005,sink_recent__budget128__sink8
71,0.9961248897703405,sink_recent__budget128__sink8
72,0.9960976168732262,sink_recent__budget128__sink8
73,0.9961359697409284,sink_recent__budget128__sink8
74,0.9961041028209909,sink_recent__budget128__sink8
75,0.996112599422937,sink_recent__budget128__sink8
76,0.9960987330441335,sink_recent__budget128__sink8
77,0.9960933713263778,sink_recent__budget128__sink8
78,0.9961078939898274,sink_recent__budget128__sink8
79,0.9960788621814161,sink_recent__budget128__sink8
80,0.9961335337253454,sink_recent__budget128__sink8
81,0.9961002561157482,sink_recent__budget128__sink8
82,0.9961093190496468,sink_recent__budget128__sink8
83,0.9961109806230524,sink_recent__budget128__sink8
84,0.996096407489701,sink_recent__budget128__sink8
85,0.996114496373113,sink_recent__budget128__sink8
86,0.9961100661192104,sink_recent__budget128__sink8
87,0.9961061583182855,sink_recent__budget128__sink8
88,0.9960998318382832,sink_recent__budget128__sink8
89,0.9961024343937117,sink_recent__budget128__sink8
90,0.9960774233310196,sink_recent__budget128__sink8
91,0.9961085544980239,sink_recent__budget128__sink8
92,0.9960605311784917,sink_recent__budget128__sink8
93,0.9960864494163082,sink_recent__budget128__sink8
94,0.9961097946346685,sink_recent__budget128__sink8
95,0.9961021815963318,sink_recent__budget128__sink8
96,0.9961195241106138,sink_recent__budget128__sink8
97,0.9961018602588927,sink_recent__budget128__sink8
0,0.8896403860290256,sliding_window__budget128
1,0.9993529959170342,sliding_window__budget128
2,0.9993484037545816,sliding_window__budget128
3,0.9991405678285551,sliding_window__budget128
4,0.9991328822729836,sliding_window__budget128
5,0.9991315241584329,sliding_window__budget128
6,0.9991345780052465,sliding_window__budget128
7,0.9991285134325594,sliding_window__budget128
8,0.9991333899540957,sliding_window__budget128
9,0.9991333322352788,sliding_window__budget128
10,0.9990307583020828,sliding_window__budget128
11,0.9990281875453794,sliding_window__budget128
12,0.999031255485034,sliding_window__budget128
13,0.9990243761643554,sliding_window__budget128
14,0.9990204062378254,sliding_window__budget128
15,0.9990230695239484,sliding_window__budget128
16,0.9990204548140839,sliding_window__budget128
17,0.9990217311693645,sliding_window__budget128
18,0.9990225364425643,sliding_window__budget128
19,0.9990266625791245,sliding_window__budget128
20,0.9990256032602524,sliding_window__budget128
21,0.9990288225317623,sliding_window__budget128
22,0.9988831839773606,sliding_window__budget128
23,0.9988893329307033,sliding_window__budget128
24,0.9988775898884817,sliding_window__budget128
25,0.9988883237378021,sliding_window__budget128
26,0.9988863987527605,sliding_window__budget128
27,0.9993481510929559,sliding_window__budget128
28,1.0,sliding_window__budget128
29,1.0,sliding_window__budget128
30,1.0,sliding_window__budget128
31,1.0,sliding_window__budget128
32,1.0,sliding_window__budget128
33,1.0,sliding_window__budget128
34,1.0,sliding_window__budget128
35,1.0,sliding_window__budget128
36,1.0,sliding_window__budget128
37,1.0,sliding_window__budget128
38,1.0,sliding_window__budget128
39,1.0,sliding_window__budget128
40,1.0,sliding_window__budget128
41,1.0,sliding_window__budget128
42,1.0,sliding_window__budget128
43,0.9992228573000934,sliding_window__budget128
44,0.9992338454438888,sliding_window__budget128
45,0.9992336535677188,sliding_window__budget128
46,0.9990357979157729,sliding_window__budget128
47,0.9990374324634672,sliding_window__budget128
48,0.9990404822560139,sliding_window__budget128
49,0.9990295501149067,sliding_window__budget128
50,0.9987065027735221,sliding_window__budget128
51,0.9987068066120912,sliding_window__budget128
52,0.9987223287072872,sliding_window__budget128
53,0.9987058897301457,sliding_window__budget128
54,0.9987212791981205,sliding_window__budget128
55,0.9987058290875823,sliding_window__budget128
56,0.9987034455077423,sliding_window__budget128
57,1.0,sliding_window__budget128
58,1.0,sliding_window__budget128
59,1.0,sliding_window__budget128
60,1.0,sliding_window__budget128
61,1.0,sliding_window__budget128
62,1.0,sliding_window__budget128
63,1.0,sliding_window__budget128
64,1.0,sliding_window__budget128
65,0.9980524026556988,sliding_window__budget128
66,0.9980789360583784,sliding_window__budget128
67,0.9961298805573734,sliding_window__budget128
68,0.9961420231572593,sliding_window__budget128
69,0.9961441567072038,sliding_window__budget128
70,0.9961383305470378,sliding_window__budget128
71,0.9961200476952695,sliding_window__budget128
72,0.9961264994185511,sliding_window__budget128
73,0.9961077265098721,sliding_window__budget128
74,0.9961276633469749,sliding_window__budget128
75,0.9961033569556186,sliding_window__budget128
76,0.9961509745323519,sliding_window__budget128
77,0.9961018170396057,sliding_window__budget128
78,0.9961252114967939,sliding_window__budget128
79,0.9961039286739635,sliding_window__budget128
80,0.9960994696257885,sliding_window__budget128
81,0.9961495856011435,sliding_window__budget128
82,0.9961001699503624,sliding_window__budget128
83,0.9961271527577166,sliding_window__budget128
84,0.9961124563312885,sliding_window__budget128
85,0.9961027909200216,sliding_window__budget128
86,0.9960896639641292,sliding_window__budget128
87,0.9960881193140453,sliding_window__budget128
88,0.9961301590735799,sliding_window__budget128
89,0.9960737436698399,sliding_window__budget128
90,0.996141120913566,sliding_window__budget128
91,0.9961308099613283,sliding_window__budget128
92,0.9960819979871365,sliding_window__budget128
93,0.9960943910277525,sliding_window__budget128
94,0.9961147630917316,sliding_window__budget128
95,0.9961386504403993,sliding_window__budget128
96,0.9961093764551471,sliding_window__budget128
97,0.9960780826061852,sliding_window__budget128
0,0.8894287308660523,user_pinned__budget128__sink8
1,0.999360479961012,user_pinned__budget128__sink8
2,0.9993614215043153,user_pinned__budget128__sink8
3,0.9991409019581288,user_pinned__budget128__sink8
4,0.9991341575421195,user_pinned__budget128__sink8
5,0.9991427811995016,user_pinned__budget128__sink8
6,0.9991346186229555,user_pinned__budget128__sink8
7,0.9991353053749175,user_pinned__budget128__sink8
8,0.9991466229365776,user_pinned__budget128__sink8
9,0.9991341969152254,user_pinned__budget128__sink8
10,0.9990407201613829,user_pinned__budget128__sink8
11,0.9990423551737225,user_pinned__budget128__sink8
12,0.9990286883367421,user_pinned__budget128__sink8
13,0.9990248061448423,user_pinned__budget128__sink8
14,0.9990401633503132,user_pinned__budget128__sink8
15,0.9990316847533295,user_pinned__budget128__sink8
16,0.9990348696893854,user_pinned__budget128__sink8
17,0.9990341337108847,user_pinned__budget128__sink8
18,0.9990332306360233,user_pinned__budget128__sink8
19,0.9990328115056403,user_pinned__budget128__sink8
20,0.9990435196902768,user_pinned__budget128__sink8
21,0.9990242653318836,user_pinned__budget128__sink8
22,0.998894326914728,user_pinned__budget128__sink8
23,0.9988997651932052,user_pinned__budget128__sink8
24,0.9988913499786627,user_pinned__budget128__sink8
25,0.9988927529111588,user_pinned__budget128__sink8
26,0.9989077024316791,user_pinned__budget128__sink8
27,0.9988816271938443,user_pinned__budget128__sink8
28,0.9988916695172471,user_pinned__budget128__sink8
29,0.998892676567287,user_pinned__budget128__sink8
30,0.9988922323059999,user_pinned__budget128__sink8
31,0.9988936498835214,user_pinned__budget128__sink8
32,0.9989076038544132,user_pinned__budget128__sink8
33,0.9988861968030125,user_pinned__budget128__sink8
34,0.9988890346394942,user_pinned__budget128__sink8
35,0.9988978661968411,user_pinned__budget128__sink8
36,0.9989056411804959,user_pinned__budget128__sink8
37,0.9988853614571894,user_pinned__budget128__sink8
38,0.9989081591278471,user_pinned__budget128__sink8
39,0.99889158993362,user_pinned__budget128__sink8
40,0.99888827826483,user_pinned__budget128__sink8
41,0.9988866310518725,user_pinned__budget128__sink8
42,0.9988936295461218,user_pinned__budget128__sink8
43,0.9983384184727697,user_pinned__budget128__sink8
44,0.9983594032753167,user_pinned__budget128__sink8
45,0.9983398990989342,user_pinned__budget128__sink8
46,0.9980804508297147,user_pinned__budget128__sink8
47,0.9980611833332413,user_pinned__budget128__sink8
48,0.9980600911312463,user_pinned__budget128__sink8
49,0.9980820398161665,user_pinned__budget128__sink8
50,0.997669229129647,user_pinned__budget128__sink8
51,0.9976699598630088,user_pinned__budget128__sink8
52,0.997697751842372,user_pinned__budget128__sink8
53,0.9976648232845384,user_pinned__budget128__sink8
54,0.9976664802976313,user_pinned__budget128__sink8
55,0.9976776692980746,user_pinned__budget128__sink8
56,0.9976935564536319,user_pinned__budget128__sink8
57,0.9976717366569771,user_pinned__budget128__sink8
58,0.9976723597139131,user_pinned__budget128__sink8
59,0.997665052607968,user_pinned__budget128__sink8
60,0.9976917271283636,user_pinned__budget128__sink8
61,0.9976572700263958,user_pinned__budget128__sink8
62,0.997679325700733,user_pinned__budget128__sink8
63,0.9980704230570722,user_pinned__budget128__sink8
64,0.9980594689425653,user_pinned__budget128__sink8
65,0.9971150404355983,user_pinned__budget128__sink8
66,0.9971004475785157,user_pinned__budget128__sink8
67,0.9960991270178459,user_pinned__budget128__sink8
68,0.9961290532853968,user_pinned__budget128__sink8
69,0.9961109030511164,user_pinned__budget128__sink8
70,0.996152036850098,user_pinned__budget128__sink8
71,0.9961224378596489,user_pinned__budget128__sink8
72,0.9961243806039506,user_pinned__budget128__sink8
73,0.9961173631488032,user_pinned__budget128__sink8
74,0.9960941203051621,user_pinned__budget128__sink8
75,0.9961302884958794,user_pinned__budget128__sink8
76,0.9961014183016669,user_pinned__budget128__sink8
77,0.9960996773122491,user_pinned__budget128__sink8
78,0.9961184225584365,user_pinned__budget128__sink8
79,0.996118080834431,user_pinned__budget128__sink8
80,0.9961142313306295,user_pinned__budget128__sink8
81,0.996101089332795,user_pinned__budget128__sink8
82,0.9961130746532169,user_pinned__budget128__sink8
83,0.9961091583541395,user_pinned__budget128__sink8
84,0.9961292258071117,user_pinned__budget128__sink8
85,0.9961158096635668,user_pinned__budget128__sink8
86,0.996113176535558,user_pinned__budget128__sink8
87,0.9961173605540149,user_pinned__budget128__sink8
88,0.9961303169587827,user_pinned__budget128__sink8
89,0.9961258573985067,user_pinned__budget128__sink8
90,0.9960921867425038,user_pinned__budget128__sink8
91,0.9960967707128286,user_pinned__budget128__sink8
92,0.9961158278735325,user_pinned__budget128__sink8
93,0.996080891858408,user_pinned__budget128__sink8
94,0.9961109039192738,user_pinned__budget128__sink8
95,0.9961325856931585,user_pinned__budget128__sink8
96,0.9961129686226323,user_pinned__budget128__sink8
97,0.9961544469468393,user_pinned__budget128__sink8
